                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1253,                 8.5592,                 1.9175,                 0.4587,                0.44551,                 0.3777,                0.22621,                 1.6525,                 6.0069,                  1.458,              0.0001483,              0.0001483,              0.0001483
                      2,                 1.2628,                 2.8278,                 1.2715,                0.78455,                0.67532,                0.82154,                0.57312,                  1.959,                 2.0476,                 1.8326,             0.00029937,             0.00029937,             0.00029937
                      3,                 1.1906,                 1.9793,                 1.2348,                0.77276,                0.76986,                0.73851,                0.55594,                 1.6844,                 2.4402,                  1.108,             0.00044984,             0.00044984,             0.00044984
                      4,                 1.1818,                  1.553,                 1.2355,                0.82855,                0.69071,                0.82582,                0.60808,                 1.8478,                 1.7684,                 1.7746,              0.0004523,              0.0004523,              0.0004523
                      5,                 1.1542,                 1.4246,                 1.2116,                0.84622,                0.83453,                0.89758,                0.66592,                  1.346,                 1.2756,                 1.0538,              0.0004523,              0.0004523,              0.0004523
                      6,                 1.1702,                 1.2697,                 1.2526,                0.87555,                0.87107,                0.93257,                0.72544,                0.90267,                 1.2276,                0.95884,              0.0004514,              0.0004514,              0.0004514
                      7,                 1.0585,                 1.0995,                  1.122,                0.95889,                0.95627,                0.95899,                0.77155,                0.80393,                0.78404,                 1.0161,              0.0004505,              0.0004505,              0.0004505
                      8,                 1.0273,                0.97019,                 1.1112,                0.94456,                0.95622,                 0.9582,                0.74028,                0.90402,                0.75834,                0.91411,             0.00044959,             0.00044959,             0.00044959
                      9,                0.97197,                0.93015,                 1.0767,                0.97409,                0.91987,                0.94311,                0.71562,                0.90534,                0.79013,                0.90735,             0.00044869,             0.00044869,             0.00044869
                     10,                0.97021,                0.89904,                 1.0551,                0.95622,                0.93301,                0.95425,                0.74942,                 1.1426,                0.71388,                0.96919,             0.00044779,             0.00044779,             0.00044779
                     11,                0.98991,                0.90404,                 1.1065,                0.90148,                0.93143,                0.94415,                 0.7057,                 1.0397,                0.72742,                 0.9229,             0.00044689,             0.00044689,             0.00044689
                     12,                0.97215,                 0.8777,                  1.083,                0.93388,                0.82965,                0.89338,                0.69768,                  1.015,                0.77217,                0.89663,             0.00044599,             0.00044599,             0.00044599
                     13,                0.95295,                0.80325,                 1.0571,                0.94666,                0.96154,                0.96036,                0.77163,                0.86819,                0.60458,                0.87868,             0.00044509,             0.00044509,             0.00044509
                     14,                0.92914,                0.78782,                 1.0732,                0.91644,                0.94071,                0.96043,                 0.7311,                 1.1516,                  0.667,                0.96088,             0.00044419,             0.00044419,             0.00044419
                     15,                0.94047,                0.78999,                 1.0716,                0.99582,                0.91143,                0.96084,                0.71478,                 1.3219,                0.78998,                 1.0451,             0.00044329,             0.00044329,             0.00044329
                     16,                0.97473,                 0.9196,                 1.1041,                0.93714,                0.92794,                0.93108,                0.69334,                  1.463,                0.78289,                 1.4589,             0.00044239,             0.00044239,             0.00044239
                     17,                 0.9185,                0.77324,                   1.07,                0.98498,                0.91987,                0.96429,                0.78264,                 1.0433,                0.61811,                0.87556,             0.00044149,             0.00044149,             0.00044149
                     18,                0.91325,                0.72886,                  1.049,                0.88005,                0.87821,                0.92402,                0.75042,                0.86398,                0.63028,                0.90012,             0.00044059,             0.00044059,             0.00044059
                     19,                 0.8889,                0.70814,                 1.0534,                0.96042,                 0.9527,                0.97117,                0.78434,                 0.9379,                0.58409,                0.90283,             0.00043968,             0.00043968,             0.00043968
                     20,                0.90704,                0.71281,                  1.063,                0.99585,                0.92662,                 0.9629,                0.77787,                 1.0775,                0.58865,                0.91373,             0.00043878,             0.00043878,             0.00043878
                     21,                0.91616,                0.74556,                 1.0446,                0.98321,                0.91987,                0.96022,                0.78648,                 1.1048,                0.56241,                0.97764,             0.00043788,             0.00043788,             0.00043788
                     22,                0.84616,                 0.7146,                 1.0044,                 0.9899,                0.91987,                0.96667,                0.75411,                 1.1466,                0.53644,                0.96299,             0.00043698,             0.00043698,             0.00043698
                     23,                0.85326,                0.68543,                 1.0064,                0.98599,                0.95849,                0.96225,                0.82303,                0.83447,                 0.4647,                 0.8674,             0.00043608,             0.00043608,             0.00043608
                     24,                0.86015,                0.68822,                 1.0277,                0.98046,                0.96154,                0.96235,                0.77851,                0.93011,                0.52516,                0.87931,             0.00043518,             0.00043518,             0.00043518
                     25,                  0.866,                0.66993,                 1.0362,                0.95132,                0.96069,                0.96225,                0.77321,                  1.066,                0.58349,                0.95348,             0.00043428,             0.00043428,             0.00043428
                     26,                0.90511,                 0.6783,                 1.0398,                0.95695,                0.95632,                0.96388,                0.77559,                 1.1422,                 0.5835,                0.93825,             0.00043338,             0.00043338,             0.00043338
                     27,                0.81826,                0.61514,                 1.0096,                0.97808,                0.91987,                0.96994,                0.77389,                0.98368,                0.53267,                0.90466,             0.00043248,             0.00043248,             0.00043248
                     28,                0.81513,                0.62211,                  1.018,                0.96131,                0.94071,                0.96786,                0.71606,                 1.1999,                0.70212,                 1.0246,             0.00043158,             0.00043158,             0.00043158
                     29,                0.82385,                0.63069,                 1.0129,                0.98236,                0.91987,                0.98231,                0.78644,                 1.2193,                0.72868,                0.92741,             0.00043068,             0.00043068,             0.00043068
                     30,                0.79054,                0.61983,                0.99985,                 0.9834,                0.93754,                 0.9767,                0.80436,                 0.9552,                0.51391,                0.87759,             0.00042977,             0.00042977,             0.00042977
                     31,                0.78877,                0.60312,                0.97737,                0.99303,                0.92729,                 0.9722,                0.80821,                0.99865,                0.50123,                0.87055,             0.00042887,             0.00042887,             0.00042887
                     32,                0.77978,                0.58218,                0.99752,                0.98854,                  0.881,                0.94488,                0.74942,                 1.1458,                0.58522,                0.92177,             0.00042797,             0.00042797,             0.00042797
                     33,                0.79259,                0.59302,                 1.0094,                0.98207,                0.94071,                0.98523,                0.76846,                 1.2723,                0.63776,                0.93565,             0.00042707,             0.00042707,             0.00042707
                     34,                0.78357,                0.58879,                0.99748,                0.97995,                0.96154,                0.96138,                0.77844,                 1.3229,                0.69525,                0.93893,             0.00042617,             0.00042617,             0.00042617
                     35,                 0.7745,                0.59453,                0.97761,                0.97365,                0.96154,                  0.973,                0.76444,                 1.4337,                0.57655,                 1.0014,             0.00042527,             0.00042527,             0.00042527
                     36,                0.79803,                0.59413,                 1.0072,                0.98063,                0.96154,                0.97896,                0.77192,                 1.2127,                0.61722,                0.98817,             0.00042437,             0.00042437,             0.00042437
                     37,                0.76794,                 0.5735,                0.98827,                  0.986,                0.96154,                0.96428,                0.80174,                0.78782,                0.43065,                0.85118,             0.00042347,             0.00042347,             0.00042347
                     38,                0.75465,                0.55907,                0.97385,                0.95612,                0.96154,                0.97379,                0.80091,                 1.1111,                0.56015,                0.99292,             0.00042257,             0.00042257,             0.00042257
                     39,                0.75136,                0.55483,                0.99056,                0.98558,                0.95676,                0.96308,                0.75873,                 1.1658,                0.62252,                 0.8908,             0.00042167,             0.00042167,             0.00042167
                     40,                  0.731,                0.52924,                0.93874,                0.97158,                0.96154,                0.96348,                0.77744,                  1.074,                0.46283,                0.89703,             0.00042077,             0.00042077,             0.00042077
                     41,                0.76178,                0.57736,                0.97374,                0.95695,                0.96154,                0.96299,                0.78543,                0.96251,                0.48197,                0.88928,             0.00041986,             0.00041986,             0.00041986
                     42,                0.74322,                0.54982,                0.97131,                0.98864,                0.96154,                0.96308,                0.77169,                 1.3407,                 0.6041,                0.92514,             0.00041896,             0.00041896,             0.00041896
                     43,                0.74175,                0.55681,                0.97181,                 0.9817,                0.94071,                0.95841,                0.79878,                  1.131,                0.66456,                0.90463,             0.00041806,             0.00041806,             0.00041806
                     44,                0.74738,                0.55148,                0.98328,                0.98857,                0.96154,                 0.9711,                0.79333,                 1.1853,                0.49334,                0.92441,             0.00041716,             0.00041716,             0.00041716
                     45,                0.71782,                0.50722,                0.96779,                0.98525,                0.96154,                 0.9639,                0.75224,                  1.243,                0.54386,                 0.9211,             0.00041626,             0.00041626,             0.00041626
                     46,                0.73141,                0.57633,                0.98302,                0.97906,                0.96049,                0.96321,                0.77101,                 1.1757,                 0.4504,                0.97221,             0.00041536,             0.00041536,             0.00041536
                     47,                0.73568,                0.53956,                0.96302,                0.96398,                0.94432,                0.96303,                0.79116,                0.95438,                0.44373,                0.94262,             0.00041446,             0.00041446,             0.00041446
                     48,                0.73037,                0.55292,                0.97103,                0.97815,                0.95855,                0.96358,                0.80821,                 1.0675,                0.47895,                0.94536,             0.00041356,             0.00041356,             0.00041356
                     49,                0.70167,                0.50042,                0.94887,                0.98531,                0.94071,                0.96242,                0.78638,                 1.0932,                0.50205,                0.90179,             0.00041266,             0.00041266,             0.00041266
                     50,                0.69069,                0.49195,                0.94289,                0.95402,                0.96154,                0.96546,                0.76135,                 1.4255,                0.60622,                 1.0216,             0.00041176,             0.00041176,             0.00041176
                     51,                0.71154,                0.49089,                0.94601,                0.97994,                0.96154,                 0.9678,                0.77183,                 1.2859,                0.56336,                0.93743,             0.00041086,             0.00041086,             0.00041086
                     52,                0.71125,                0.51922,                0.95582,                0.98778,                0.96154,                0.96352,                0.78222,                 1.1355,                0.46953,                0.90133,             0.00040995,             0.00040995,             0.00040995
                     53,                0.70655,                0.54581,                0.95532,                0.98806,                0.96154,                0.96485,                0.76387,                 1.2333,                0.53064,                0.95638,             0.00040905,             0.00040905,             0.00040905
                     54,                0.70146,                0.54199,                0.94136,                0.98781,                0.96154,                0.97569,                0.78807,                 1.0405,                0.46849,                0.88859,             0.00040815,             0.00040815,             0.00040815
                     55,                0.71027,                0.50708,                0.96827,                0.98356,                0.96154,                0.98395,                0.77867,                 1.3081,                0.59414,                0.93915,             0.00040725,             0.00040725,             0.00040725
                     56,                0.70588,                0.49976,                0.97192,                0.97633,                0.94071,                0.96691,                0.78395,                 1.2409,                0.65457,                0.96362,             0.00040635,             0.00040635,             0.00040635
                     57,                0.69142,                0.50734,                  0.961,                0.97845,                0.93725,                0.96375,                0.77523,                 1.3709,                0.64231,                0.95806,             0.00040545,             0.00040545,             0.00040545
                     58,                0.68198,                0.49328,                0.97905,                0.98736,                0.96154,                0.96929,                0.75902,                 1.4647,                 0.6908,                0.97656,             0.00040455,             0.00040455,             0.00040455
                     59,                0.67248,                0.48674,                0.94005,                0.99059,                0.96154,                 0.9659,                0.77189,                 1.2266,                0.52224,                0.97154,             0.00040365,             0.00040365,             0.00040365
                     60,                 0.6595,                0.47611,                0.93045,                0.98952,                0.96154,                0.96809,                0.81082,                 1.2023,                0.46378,                0.92304,             0.00040275,             0.00040275,             0.00040275
                     61,                0.67118,                0.47247,                 0.9342,                0.99226,                0.96154,                0.98395,                0.82162,                 1.1066,                0.50723,                0.88631,             0.00040185,             0.00040185,             0.00040185
                     62,                0.66223,                0.45613,                0.93519,                0.97702,                0.94071,                0.98315,                0.78231,                 1.3524,                0.64296,                0.95899,             0.00040095,             0.00040095,             0.00040095
                     63,                0.65972,                0.45628,                0.92843,                0.98852,                0.94071,                 0.9647,                 0.7882,                 1.1389,                0.58697,                0.89797,             0.00040005,             0.00040005,             0.00040005
                     64,                0.66056,                0.47253,                0.93298,                0.92524,                0.96154,                0.95492,                0.77361,                 1.3088,                0.62715,                 0.9933,             0.00039914,             0.00039914,             0.00039914
                     65,                0.63627,                0.44802,                0.91755,                0.99016,                0.96154,                0.96428,                0.79515,                 1.2041,                 0.5333,                0.90158,             0.00039824,             0.00039824,             0.00039824
                     66,                0.67228,                0.47339,                0.94996,                0.98882,                0.96154,                0.96404,                0.79282,                 1.2728,                0.49665,                0.98518,             0.00039734,             0.00039734,             0.00039734
                     67,                0.66646,                0.47061,                0.92813,                 0.9875,                0.96154,                 0.9659,                0.79243,                 1.0604,                0.45763,                0.93084,             0.00039644,             0.00039644,             0.00039644
                     68,                0.65297,                0.46289,                0.94372,                0.99058,                0.96154,                0.96299,                0.79431,                 1.1219,                0.45211,                0.91854,             0.00039554,             0.00039554,             0.00039554
                     69,                0.64801,                0.47995,                 0.9415,                0.98691,                0.96154,                 0.9642,                0.79966,                 1.0001,                0.43984,                0.90437,             0.00039464,             0.00039464,             0.00039464
                     70,                0.65652,                0.47868,                0.94593,                0.99142,                0.94071,                0.96529,                0.78616,                 1.3156,                0.58153,                0.94833,             0.00039374,             0.00039374,             0.00039374
                     71,                0.63393,                0.45441,                0.93012,                0.98486,                0.96154,                0.97896,                0.79812,                 1.3026,                0.59795,                0.95991,             0.00039284,             0.00039284,             0.00039284
                     72,                0.65623,                0.46284,                0.93145,                0.97869,                0.93831,                0.96544,                0.78636,                 1.2795,                0.55438,                0.97115,             0.00039194,             0.00039194,             0.00039194
                     73,                0.62503,                0.43321,                0.92508,                 0.9789,                0.94541,                0.96705,                0.78481,                 1.2139,                0.52971,                0.89881,             0.00039104,             0.00039104,             0.00039104
                     74,                0.63471,                 0.4351,                 0.9442,                0.98993,                0.96154,                0.97083,                0.80422,                0.75466,                0.40274,                0.84815,             0.00039014,             0.00039014,             0.00039014
                     75,                 0.6423,                0.46036,                0.93001,                      1,                0.98541,                  0.995,                0.79564,                 1.1074,                0.41104,                0.91496,             0.00038923,             0.00038923,             0.00038923
                     76,                0.63283,                0.44267,                0.93384,                0.98171,                0.96154,                0.98844,                0.77414,                 1.4658,                0.59866,                 0.9819,             0.00038833,             0.00038833,             0.00038833
                     77,                0.63139,                0.45163,                0.92837,                0.97937,                0.94071,                 0.9647,                0.77324,                 1.3163,                0.57892,                0.97307,             0.00038743,             0.00038743,             0.00038743
                     78,                0.63069,                0.43852,                0.91632,                0.97833,                0.95917,                0.97213,                0.81507,                 1.2352,                0.51987,                0.92557,             0.00038653,             0.00038653,             0.00038653
                     79,                0.60863,                0.43126,                0.91375,                0.98902,                0.96154,                0.97685,                0.74517,                 1.4928,                0.60951,                 1.0092,             0.00038563,             0.00038563,             0.00038563
                     80,                0.63031,                0.42752,                 0.9117,                0.99125,                0.96154,                0.96874,                0.79585,                 1.2538,                0.58374,                0.92473,             0.00038473,             0.00038473,             0.00038473
                     81,                0.59735,                0.42311,                0.90861,                0.99007,                0.96154,                0.96485,                0.77856,                 1.2041,                0.54881,                 0.9098,             0.00038383,             0.00038383,             0.00038383
                     82,                0.61147,                0.42302,                0.91687,                0.99201,                0.96154,                 0.9704,                0.78158,                 1.3141,                0.58727,                0.93077,             0.00038293,             0.00038293,             0.00038293
                     83,                0.62458,                0.44239,                0.93402,                0.98744,                0.96154,                0.96317,                0.74676,                  1.425,                0.67794,                0.98563,             0.00038203,             0.00038203,             0.00038203
                     84,                0.59416,                0.42294,                 0.9045,                 0.9913,                0.96154,                0.96533,                0.79281,                 1.2554,                0.57884,                 0.9602,             0.00038113,             0.00038113,             0.00038113
                     85,                 0.6163,                0.43048,                0.91599,                0.98636,                0.96154,                0.96533,                0.76747,                 1.2719,                0.60501,                0.92734,             0.00038023,             0.00038023,             0.00038023
                     86,                0.60509,                0.41908,                0.91139,                0.99065,                0.96154,                0.96753,                 0.7813,                 1.4456,                0.67047,                0.99526,             0.00037932,             0.00037932,             0.00037932
                     87,                 0.5968,                0.42213,                0.90792,                0.99228,                0.96154,                0.97092,                0.82031,                 1.1969,                 0.6319,                0.93525,             0.00037842,             0.00037842,             0.00037842
                     88,                0.58182,                0.41653,                0.89598,                 0.9921,                0.96154,                 0.9695,                0.81608,                 1.0309,                0.47542,                 0.9081,             0.00037752,             0.00037752,             0.00037752
                     89,                0.60383,                0.41563,                0.91271,                0.98741,                0.96154,                0.96753,                0.80527,                 1.1297,                 0.5005,                0.89908,             0.00037662,             0.00037662,             0.00037662
                     90,                0.59951,                0.42449,                0.90592,                0.98704,                0.96154,                0.96412,                0.79774,                 1.0932,                0.56215,                0.92239,             0.00037572,             0.00037572,             0.00037572
                     91,                0.60647,                0.43612,                0.92741,                 0.9873,                0.94071,                0.96495,                0.76818,                 1.2447,                 0.5645,                0.93243,             0.00037482,             0.00037482,             0.00037482
                     92,                0.58708,                0.40536,                0.91122,                 0.9912,                0.96154,                0.97285,                0.81298,                 1.3292,                0.58073,                 0.9633,             0.00037392,             0.00037392,             0.00037392
                     93,                0.57617,                0.40737,                0.90323,                0.96685,                0.96154,                 0.9683,                0.81606,                 1.2565,                0.49898,                 0.9776,             0.00037302,             0.00037302,             0.00037302
                     94,                0.59553,                0.42026,                0.91383,                0.98635,                0.95756,                 0.9659,                0.81919,                0.99775,                 0.4978,                0.90032,             0.00037212,             0.00037212,             0.00037212
                     95,                0.58309,                0.43169,                0.89739,                0.96262,                 0.9601,                0.96544,                0.78896,                 1.1945,                 0.5433,                0.94788,             0.00037122,             0.00037122,             0.00037122
                     96,                0.56986,                0.41755,                0.91341,                0.97817,                0.93834,                0.96289,                0.78481,                 1.1483,                0.54898,                0.93792,             0.00037032,             0.00037032,             0.00037032
                     97,                0.57694,                0.41463,                0.90284,                0.98422,                0.94071,                0.96551,                 0.7863,                 1.1256,                0.50956,                0.90053,             0.00036941,             0.00036941,             0.00036941
                     98,                0.58636,                0.40441,                0.90686,                0.97058,                0.96154,                0.96728,                0.77535,                 1.2301,                0.55992,                0.91827,             0.00036851,             0.00036851,             0.00036851
                     99,                0.57588,                0.40474,                0.90062,                0.98578,                0.91987,                0.96593,                0.80966,                 1.0429,                0.48894,                0.90933,             0.00036761,             0.00036761,             0.00036761
                    100,                  0.585,                0.41756,                0.90701,                0.99082,                0.96154,                0.99033,                0.81914,                  1.206,                0.55287,                0.92782,             0.00036671,             0.00036671,             0.00036671
                    101,                0.56466,                0.39602,                 0.8927,                0.98796,                0.96154,                0.97978,                0.78317,                 1.2716,                0.59556,                0.94244,             0.00036581,             0.00036581,             0.00036581
                    102,                0.57099,                0.39896,                0.89286,                0.98463,                0.96154,                  0.973,                0.78214,                 1.2867,                0.58338,                0.98736,             0.00036491,             0.00036491,             0.00036491
                    103,                0.56371,                0.41097,                0.89504,                 0.9848,                0.94071,                0.96686,                0.78358,                 1.1052,                0.53191,                0.94344,             0.00036401,             0.00036401,             0.00036401
                    104,                0.58165,                0.41728,                0.90482,                0.95353,                0.93864,                 0.9735,                0.81554,                 1.2112,                0.44891,                0.92862,             0.00036311,             0.00036311,             0.00036311
                    105,                0.58295,                0.42115,                0.90889,                 0.9919,                0.93062,                0.95846,                0.79914,                 1.2704,                0.61769,                0.93016,             0.00036221,             0.00036221,             0.00036221
                    106,                0.55449,                0.38106,                0.88469,                0.96819,                0.96154,                0.96728,                0.78201,                 1.3663,                0.65818,                0.97508,             0.00036131,             0.00036131,             0.00036131
                    107,                0.55208,                 0.4063,                 0.9014,                  0.988,                0.96154,                 0.9684,                0.81777,                0.97208,                0.45002,                 0.8841,             0.00036041,             0.00036041,             0.00036041
                    108,                0.55452,                0.39905,                0.88816,                0.98055,                0.96154,                 0.9659,                0.77371,                 1.3099,                0.53693,                0.96889,              0.0003595,              0.0003595,              0.0003595
                    109,                0.52534,                0.38534,                0.86703,                0.98879,                0.96154,                0.97338,                 0.7909,                 1.1973,                0.49856,                0.94005,              0.0003586,              0.0003586,              0.0003586
                    110,                0.55616,                0.38525,                0.89758,                0.99165,                0.96154,                0.96809,                0.79319,                 1.2041,                0.47326,                0.98556,              0.0003577,              0.0003577,              0.0003577
                    111,                0.56604,                0.43401,                 0.8988,                0.98959,                0.96154,                0.96728,                0.78251,                 1.3202,                0.52661,                 1.0187,              0.0003568,              0.0003568,              0.0003568
                    112,                0.54999,                0.39911,                0.88779,                0.99084,                0.96154,                 0.9691,                0.79665,                 1.2421,                0.56235,                0.99426,              0.0003559,              0.0003559,              0.0003559
                    113,                0.54517,                0.39281,                0.89613,                0.99028,                0.96154,                0.97285,                0.82804,                 1.1528,                0.42099,                0.91871,               0.000355,               0.000355,               0.000355
                    114,                0.54222,                0.39713,                0.89537,                0.99363,                0.96154,                 0.9704,                0.82089,                 1.0356,                0.47151,                0.88271,              0.0003541,              0.0003541,              0.0003541
                    115,                0.54423,                0.38681,                0.88187,                0.97894,                0.95908,                0.96753,                0.81549,                0.98515,                 0.4875,                0.94995,              0.0003532,              0.0003532,              0.0003532
                    116,                0.54932,                0.40558,                0.89251,                0.97146,                0.96154,                0.97895,                0.80622,                0.92086,                0.49255,                 0.9187,              0.0003523,              0.0003523,              0.0003523
                    117,                0.54472,                0.38243,                0.88791,                 0.9831,                0.95828,                0.96753,                0.77082,                 1.2668,                0.49741,                 1.0096,              0.0003514,              0.0003514,              0.0003514
                    118,                0.52187,                0.37847,                0.87031,                0.98636,                0.96154,                0.97213,                0.79872,                 1.2217,                0.50545,                0.94343,              0.0003505,              0.0003505,              0.0003505
                    119,                0.54486,                 0.3886,                0.88198,                0.99021,                0.96154,                0.96874,                0.81945,                 1.0765,                0.44516,                0.89215,             0.00034959,             0.00034959,             0.00034959
                    120,                0.53568,                0.38169,                0.87119,                0.99212,                0.96154,                 0.9925,                0.80475,                  1.329,                0.57597,                0.96748,             0.00034869,             0.00034869,             0.00034869
                    121,                0.51643,                0.37907,                0.86056,                0.99197,                0.96154,                 0.9691,                0.78915,                 1.1398,                0.48617,                0.92555,             0.00034779,             0.00034779,             0.00034779
                    122,                0.50377,                0.36213,                 0.8759,                0.99194,                0.96154,                0.97149,                  0.805,                 1.1866,                0.46417,                 0.9603,             0.00034689,             0.00034689,             0.00034689
                    123,                0.49636,                0.35915,                 0.8554,                0.99886,                0.96154,                 0.9782,                0.83301,                 1.2691,                0.46153,                0.99276,             0.00034599,             0.00034599,             0.00034599
                    124,                0.50363,                0.35251,                0.86859,                0.98947,                0.96154,                0.97285,                0.77581,                 1.3929,                0.62365,                  1.019,             0.00034509,             0.00034509,             0.00034509
                    125,                0.50907,                0.35579,                0.87963,                0.99071,                0.96154,                0.96624,                0.80177,                  1.208,                0.54399,                  0.902,             0.00034419,             0.00034419,             0.00034419
                    126,                0.52045,                 0.3627,                0.88567,                0.98911,                0.96154,                0.96993,                0.80993,                 1.1024,                0.53357,                0.87669,             0.00034329,             0.00034329,             0.00034329
                    127,                0.52013,                0.36782,                0.88614,                0.98825,                0.96154,                0.96465,                0.79185,                 1.1108,                 0.4899,                0.92371,             0.00034239,             0.00034239,             0.00034239
