                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    128,                0.52525,                0.38045,                0.88961,                0.98594,                0.96154,                 0.9652,                0.77949,                 1.3926,                0.63178,                0.98582,             0.00034149,             0.00034149,             0.00034149
                    129,                0.52852,                 0.3677,                0.88401,                0.98498,                0.96154,                0.96728,                0.79279,                 1.3772,                0.58048,                0.98332,             0.00034059,             0.00034059,             0.00034059
                    130,                0.51962,                0.37383,                0.87302,                  0.983,                 0.9607,                 0.9695,                0.78377,                 1.5048,                0.64974,                 1.0357,             0.00033968,             0.00033968,             0.00033968
                    131,                0.50188,                0.35842,                 0.8782,                0.98892,                0.96154,                 0.9756,                0.80131,                 1.1674,                0.52107,                0.90896,             0.00033878,             0.00033878,             0.00033878
                    132,                0.50296,                0.36026,                0.87184,                0.98629,                0.96154,                0.97092,                0.77906,                 1.2739,                0.52816,                   0.95,             0.00033788,             0.00033788,             0.00033788
                    133,                0.50647,                 0.3578,                0.86797,                0.98599,                0.96009,                0.97213,                0.81069,                 1.2676,                0.46118,                 1.3059,             0.00033698,             0.00033698,             0.00033698
                    134,                0.51594,                0.36705,                0.87855,                0.98884,                0.96067,                0.97149,                0.80058,                 1.1862,                0.55667,                0.92906,             0.00033608,             0.00033608,             0.00033608
                    135,                0.50483,                0.36026,                0.87923,                0.99111,                0.96124,                0.98844,                0.82834,                 1.3134,                0.62299,                 0.9514,             0.00033518,             0.00033518,             0.00033518
                    136,                0.48462,                0.34185,                0.87528,                0.98485,                0.95998,                0.98844,                 0.8291,                 1.3215,                0.64664,                0.96705,             0.00033428,             0.00033428,             0.00033428
                    137,                0.49566,                 0.3617,                0.88362,                0.99086,                0.96154,                0.99033,                0.82008,                 1.1771,                0.56245,                0.94858,             0.00033338,             0.00033338,             0.00033338
                    138,                  0.501,                0.34965,                 0.8704,                0.99262,                0.96154,                 0.9695,                0.79957,                 1.1595,                0.52348,                0.94349,             0.00033248,             0.00033248,             0.00033248
                    139,                0.50738,                0.35527,                0.87018,                0.99134,                0.96154,                0.97092,                0.80521,                 1.1625,                0.51112,                0.93639,             0.00033158,             0.00033158,             0.00033158
                    140,                  0.499,                0.34583,                 0.8677,                0.99148,                0.96154,                 0.9925,                0.83862,                 1.2111,                0.54141,                0.95851,             0.00033068,             0.00033068,             0.00033068
                    141,                0.49173,                0.34502,                0.86999,                0.98944,                0.96154,                0.97213,                0.81736,                 1.3067,                0.64904,                0.95996,             0.00032977,             0.00032977,             0.00032977
                    142,                0.48637,                0.34451,                0.86591,                0.99117,                0.96154,                0.97285,                0.80489,                 1.2157,                0.57545,                 0.9316,             0.00032887,             0.00032887,             0.00032887
                    143,                0.48334,                0.34186,                0.87163,                0.98601,                0.95977,                0.97213,                0.80968,                 1.1404,                0.47779,                 0.9277,             0.00032797,             0.00032797,             0.00032797
                    144,                0.49828,                0.34095,                0.87652,                 0.9882,                0.96154,                0.96993,                0.80206,                 1.1435,                0.44876,                 0.9422,             0.00032707,             0.00032707,             0.00032707
                    145,                0.46759,                0.32835,                0.85722,                0.99095,                0.96154,                 0.9704,                0.81847,                 1.1831,                0.54288,                 0.9334,             0.00032617,             0.00032617,             0.00032617
                    146,                0.46923,                0.35143,                0.87727,                0.99249,                0.96154,                 0.9684,                0.76946,                 1.4091,                0.66217,                0.99402,             0.00032527,             0.00032527,             0.00032527
                    147,                 0.4761,                0.34328,                0.87351,                0.99175,                0.96154,                0.96809,                0.79152,                 1.2959,                0.64366,                 1.0225,             0.00032437,             0.00032437,             0.00032437
                    148,                 0.4757,                0.35182,                0.86884,                0.99296,                0.96154,                0.97092,                0.80129,                 1.4025,                0.62048,                 1.4984,             0.00032347,             0.00032347,             0.00032347
                    149,                0.48479,                0.34209,                0.86207,                0.99194,                0.96154,                0.97092,                0.81654,                 1.3674,                0.70457,                 1.0053,             0.00032257,             0.00032257,             0.00032257
                    150,                0.45474,                0.31962,                0.83556,                0.99174,                0.96154,                0.96607,                0.80522,                 1.3011,                0.54067,                  1.009,             0.00032167,             0.00032167,             0.00032167
                    151,                0.46712,                 0.3223,                0.83871,                0.99205,                0.96154,                 0.9704,                0.79668,                 1.3431,                0.63157,                0.99092,             0.00032077,             0.00032077,             0.00032077
                    152,                0.48129,                0.33682,                 0.8722,                0.99274,                0.96154,                 0.9659,                0.79204,                 1.2935,                0.62607,                0.91899,             0.00031986,             0.00031986,             0.00031986
                    153,                0.46067,                0.32247,                0.84401,                0.99318,                0.96154,                0.96809,                0.81739,                 1.2562,                0.55736,                0.92711,             0.00031896,             0.00031896,             0.00031896
                    154,                0.47341,                0.33485,                0.87399,                0.99268,                0.96154,                0.97456,                0.83418,                 1.1343,                0.52852,                0.90772,             0.00031806,             0.00031806,             0.00031806
                    155,                 0.4736,                0.32669,                0.86945,                0.99315,                0.96154,                0.97456,                0.84679,                 1.1495,                0.58842,                0.90128,             0.00031716,             0.00031716,             0.00031716
                    156,                0.47025,                0.33054,                0.85437,                0.99288,                0.96154,                0.99033,                0.83299,                 1.2539,                0.61618,                0.96913,             0.00031626,             0.00031626,             0.00031626
                    157,                0.44622,                0.32594,                0.86361,                0.99168,                0.96154,                0.98275,                0.80265,                 1.4383,                0.66454,                0.99191,             0.00031536,             0.00031536,             0.00031536
                    158,                 0.4624,                0.33245,                0.86672,                0.98275,                0.96154,                0.98844,                0.81091,                 1.2028,                0.56665,                0.90774,             0.00031446,             0.00031446,             0.00031446
                    159,                0.45113,                0.33111,                0.84765,                0.98505,                0.96154,                0.96575,                0.79539,                 1.2584,                0.84326,                 1.1226,             0.00031356,             0.00031356,             0.00031356
                    160,                0.46549,                 0.3355,                0.86529,                 0.9914,                0.96154,                 0.9656,                0.79204,                 1.1579,                0.58353,                 1.0041,             0.00031266,             0.00031266,             0.00031266
                    161,                0.47142,                 0.3214,                0.86642,                0.98979,                0.96154,                 0.9639,                0.78335,                 1.2779,                0.63619,                0.97488,             0.00031176,             0.00031176,             0.00031176
                    162,                0.45884,                0.34312,                0.86988,                0.99237,                0.96154,                0.96475,                0.78422,                 1.3223,                0.60389,                0.98804,             0.00031086,             0.00031086,             0.00031086
                    163,                0.46899,                0.34087,                0.87057,                0.99126,                0.96154,                0.98676,                0.82757,                 1.1794,                0.53233,                0.91762,             0.00030996,             0.00030996,             0.00030996
                    164,                0.44911,                0.32118,                0.85883,                0.98024,                0.96154,                0.99033,                0.83929,                 1.1673,                0.47811,                0.96411,             0.00030905,             0.00030905,             0.00030905
                    165,                0.46158,                 0.3464,                0.87603,                 0.9896,                0.96154,                0.97685,                0.81149,                 1.1567,                0.49046,                 1.0239,             0.00030815,             0.00030815,             0.00030815
                    166,                0.48474,                0.34103,                0.87594,                0.98108,                 0.9594,                 0.9691,                0.80864,                 1.2488,                0.55707,                0.95284,             0.00030725,             0.00030725,             0.00030725
                    167,                0.46649,                0.32938,                0.86692,                0.98791,                0.96154,                0.97149,                0.80727,                 1.2809,                0.62621,                 1.0042,             0.00030635,             0.00030635,             0.00030635
                    168,                0.44934,                0.32174,                0.85839,                0.98846,                0.96154,                 0.9656,                0.79215,                 1.3165,                0.65927,                0.99019,             0.00030545,             0.00030545,             0.00030545
                    169,                0.45259,                0.31319,                0.85436,                 0.9799,                0.95978,                0.96662,                0.80366,                 1.2788,                0.54651,                 0.9465,             0.00030455,             0.00030455,             0.00030455
                    170,                0.45081,                0.31585,                0.86011,                0.96732,                0.96154,                0.96809,                0.79578,                 1.2376,                0.57693,                0.98295,             0.00030365,             0.00030365,             0.00030365
                    171,                0.44837,                0.31533,                0.86137,                0.95561,                 0.9604,                0.97149,                0.80854,                 1.1473,                 0.5461,                0.92067,             0.00030275,             0.00030275,             0.00030275
                    172,                0.44954,                0.32014,                0.86028,                0.98441,                0.96154,                0.97365,                0.79335,                 1.2982,                 0.6277,                0.94055,             0.00030185,             0.00030185,             0.00030185
                    173,                0.46365,                0.34062,                0.86677,                0.99379,                0.96154,                 0.9756,                0.82344,                 1.2184,                0.50283,                0.95345,             0.00030095,             0.00030095,             0.00030095
                    174,                0.47339,                0.34581,                0.85957,                0.99046,                0.96154,                0.97213,                0.82706,                 1.1501,                0.47688,                0.94345,             0.00030005,             0.00030005,             0.00030005
                    175,                0.44401,                0.32836,                0.85759,                0.98353,                0.96154,                 0.9678,                0.78906,                 1.2971,                0.56521,                0.99088,             0.00029914,             0.00029914,             0.00029914
                    176,                0.43804,                0.33249,                0.85853,                0.98681,                0.96154,                0.96809,                0.81738,                 1.3002,                0.58158,                0.98126,             0.00029824,             0.00029824,             0.00029824
                    177,                0.45353,                0.31658,                0.86042,                0.98958,                0.96154,                0.97149,                0.83473,                  1.192,                0.54151,                0.92742,             0.00029734,             0.00029734,             0.00029734
                    178,                 0.4488,                0.32363,                0.86764,                0.99096,                0.96154,                0.98528,                0.82562,                 1.3812,                0.60614,                 1.5813,             0.00029644,             0.00029644,             0.00029644
                    179,                0.42417,                0.30999,                0.85722,                0.99106,                0.96154,                0.97149,                0.82385,                 1.3742,                0.55908,                 1.5971,             0.00029554,             0.00029554,             0.00029554
                    180,                0.43105,                0.31649,                0.85944,                0.99317,                0.96154,                0.97213,                0.81587,                 1.2384,                0.57379,                 1.0073,             0.00029464,             0.00029464,             0.00029464
                    181,                0.43649,                0.31436,                0.86004,                0.99032,                0.96154,                0.97092,                0.80548,                 1.3422,                0.56223,                  1.033,             0.00029374,             0.00029374,             0.00029374
                    182,                0.44269,                0.32157,                0.84506,                0.99197,                0.96154,                0.96705,                0.80631,                 1.2768,                0.60888,                 1.0352,             0.00029284,             0.00029284,             0.00029284
                    183,                0.44271,                0.31377,                0.85511,                0.98881,                0.96154,                0.96753,                0.82234,                 1.2659,                0.55244,                 1.4372,             0.00029194,             0.00029194,             0.00029194
                    184,                0.46067,                 0.3129,                0.86992,                0.99045,                0.96061,                0.97456,                0.84086,                 1.0886,                0.51699,                0.95065,             0.00029104,             0.00029104,             0.00029104
                    185,                0.44756,                 0.3098,                0.86016,                0.98445,                 0.9601,                0.98844,                0.84501,                 1.1359,                0.52161,                0.99839,             0.00029014,             0.00029014,             0.00029014
                    186,                0.43142,                0.30295,                0.85128,                0.99034,                0.96154,                 0.9925,                0.83074,                 1.1211,                0.53296,                0.97467,             0.00028923,             0.00028923,             0.00028923
                    187,                0.42745,                0.30825,                0.85655,                0.99201,                0.96154,                0.97092,                 0.8289,                 1.3146,                0.58004,                0.97406,             0.00028833,             0.00028833,             0.00028833
                    188,                0.42238,                0.30358,                 0.8523,                0.99163,                0.96154,                0.98676,                0.83798,                    1.3,                0.60916,                 0.9909,             0.00028743,             0.00028743,             0.00028743
                    189,                0.42869,                0.31546,                0.86151,                 0.9911,                0.96154,                0.96607,                0.82458,                 1.2991,                0.59527,                 1.0201,             0.00028653,             0.00028653,             0.00028653
                    190,                 0.4214,                0.31028,                0.85861,                0.98639,                0.96029,                0.96993,                0.81102,                 1.3482,                 0.7235,                0.99224,             0.00028563,             0.00028563,             0.00028563
                    191,                 0.4352,                0.31441,                0.85625,                0.99006,                0.96154,                0.96809,                 0.8163,                 1.2681,                  0.596,                 1.0056,             0.00028473,             0.00028473,             0.00028473
                    192,                0.41056,                0.30237,                 0.8359,                0.98982,                0.96154,                0.96993,                0.83109,                 1.1845,                0.58029,                0.96359,             0.00028383,             0.00028383,             0.00028383
                    193,                0.42241,                0.30254,                0.85988,                0.99114,                0.96154,                0.97213,                0.84282,                 1.1751,                0.59979,                0.98846,             0.00028293,             0.00028293,             0.00028293
                    194,                 0.4244,                 0.3167,                0.85496,                0.99285,                0.96154,                0.97365,                 0.8224,                 1.2375,                0.60703,                 1.1467,             0.00028203,             0.00028203,             0.00028203
                    195,                0.41532,                0.30424,                0.84746,                0.99116,                0.96154,                0.97285,                0.82151,                 1.2206,                0.59019,                 1.0076,             0.00028113,             0.00028113,             0.00028113
                    196,                 0.4165,                0.30602,                 0.8415,                0.99138,                0.96154,                 0.9775,                0.81828,                 1.0554,                0.51962,                0.92558,             0.00028023,             0.00028023,             0.00028023
                    197,                0.42117,                0.29834,                0.85104,                 0.9918,                0.96154,                0.96809,                0.83293,                 1.1364,                0.63705,                0.95532,             0.00027932,             0.00027932,             0.00027932
                    198,                0.41098,                0.30291,                0.85023,                0.98937,                0.96154,                0.96607,                0.82687,                 1.2003,                0.61027,                0.97361,             0.00027842,             0.00027842,             0.00027842
                    199,                0.43002,                0.31049,                0.85879,                0.98855,                0.96154,                0.96683,                 0.8419,                 1.2347,                0.52426,                 1.1098,             0.00027752,             0.00027752,             0.00027752
                    200,                0.39655,                0.29521,                0.82837,                0.98123,                0.95668,                0.96546,                0.82816,                 1.2112,                 0.6075,                 1.1338,             0.00027662,             0.00027662,             0.00027662
                    201,                0.41049,                0.29438,                0.84671,                0.96007,                0.96154,                0.96683,                0.83938,                 1.3042,                0.56806,                 1.0138,             0.00027572,             0.00027572,             0.00027572
                    202,                0.41309,                0.29991,                0.83996,                0.97755,                0.96154,                0.96508,                0.82098,                 1.2459,                 0.5869,                 1.0157,             0.00027482,             0.00027482,             0.00027482
                    203,                0.41663,                0.29824,                0.85122,                0.99065,                0.96154,                0.96753,                 0.8208,                 1.2972,                0.57862,                 1.0333,             0.00027392,             0.00027392,             0.00027392
                    204,                0.41945,                0.30106,                0.84263,                0.99366,                0.96154,                 0.9704,                0.81795,                 1.3344,                0.60319,                 1.0791,             0.00027302,             0.00027302,             0.00027302
                    205,                0.41956,                0.30869,                0.84916,                0.99587,                0.96154,                0.97285,                0.81078,                 1.2945,                0.55227,                 1.0161,             0.00027212,             0.00027212,             0.00027212
                    206,                0.40263,                0.29449,                0.82336,                0.99308,                0.96154,                0.96874,                0.82412,                 1.1836,                0.56184,                0.99104,             0.00027122,             0.00027122,             0.00027122
                    207,                0.39439,                 0.2784,                0.85038,                0.99173,                0.96154,                0.96874,                0.82668,                  1.169,                0.59762,                 0.9697,             0.00027032,             0.00027032,             0.00027032
                    208,                0.41308,                0.31105,                0.85097,                0.99255,                0.96154,                0.96753,                0.83477,                  1.063,                0.52179,                 0.9673,             0.00026941,             0.00026941,             0.00026941
                    209,                0.38312,                0.28431,                0.83854,                0.99289,                0.96154,                0.96809,                0.82093,                 1.1881,                0.55734,                0.96837,             0.00026851,             0.00026851,             0.00026851
                    210,                0.39578,                0.29246,                0.84641,                0.99051,                0.96154,                0.96607,                0.80691,                 1.2732,                0.62884,                0.99661,             0.00026761,             0.00026761,             0.00026761
                    211,                0.39254,                0.28961,                0.83172,                 0.9912,                0.96154,                0.96624,                0.80941,                 1.2867,                0.59904,                0.99555,             0.00026671,             0.00026671,             0.00026671
                    212,                0.38509,                0.28163,                0.82951,                0.99138,                0.96154,                0.96728,                0.81499,                 1.1179,                0.64454,                 0.9633,             0.00026581,             0.00026581,             0.00026581
                    213,                0.38568,                0.28877,                0.82904,                0.99289,                0.96154,                0.96728,                0.83295,                 1.1223,                0.60778,                0.93283,             0.00026491,             0.00026491,             0.00026491
                    214,                0.39608,                0.29374,                0.84051,                0.99058,                0.96154,                0.98395,                0.83358,                 1.1239,                0.58544,                0.96803,             0.00026401,             0.00026401,             0.00026401
                    215,                0.38783,                0.28717,                0.85106,                0.99132,                0.96154,                0.97092,                0.82422,                 1.1465,                0.54622,                 1.0291,             0.00026311,             0.00026311,             0.00026311
                    216,                0.39574,                0.29174,                0.84961,                0.99199,                0.96154,                0.97285,                0.81621,                 1.2187,                0.60108,                 1.0576,             0.00026221,             0.00026221,             0.00026221
                    217,                0.39143,                0.27548,                0.84071,                0.99254,                0.96154,                 0.9756,                0.82569,                 1.2891,                 0.6008,                 1.0361,             0.00026131,             0.00026131,             0.00026131
                    218,                0.41015,                0.32565,                 0.8435,                0.99169,                0.96154,                0.97149,                0.82573,                 1.2241,                0.58192,                0.97839,             0.00026041,             0.00026041,             0.00026041
                    219,                0.40017,                0.28896,                0.84356,                0.99334,                0.96154,                0.98844,                0.84094,                 1.2401,                0.56666,                0.97346,              0.0002595,              0.0002595,              0.0002595
                    220,                0.41229,                0.29586,                  0.844,                0.99071,                0.96154,                0.96683,                0.81002,                 1.2782,                0.55112,                0.99312,              0.0002586,              0.0002586,              0.0002586
                    221,                0.39996,                0.28569,                0.85439,                 0.9925,                0.96154,                0.96364,                0.82624,                 1.3881,                0.65295,                 1.0654,              0.0002577,              0.0002577,              0.0002577
                    222,                0.39425,                0.29306,                0.85099,                0.99157,                0.96154,                0.96728,                0.83738,                 1.3181,                0.64829,                0.99922,              0.0002568,              0.0002568,              0.0002568
                    223,                0.38843,                0.28511,                0.84158,                0.99313,                0.96154,                0.98395,                0.83303,                 1.3116,                0.66519,                 1.0221,              0.0002559,              0.0002559,              0.0002559
                    224,                0.41677,                0.29711,                0.84816,                0.99134,                0.96154,                0.96874,                0.79826,                 1.2911,                0.68581,                 1.0253,               0.000255,               0.000255,               0.000255
                    225,                 0.3923,                0.28923,                0.84322,                0.99345,                0.96154,                 0.9704,                0.84217,                 1.0842,                0.55571,                0.94148,              0.0002541,              0.0002541,              0.0002541
                    226,                0.43595,                0.28826,                0.90261,                0.99236,                0.96154,                0.98167,                0.82027,                 1.2343,                0.61034,                0.98695,              0.0002532,              0.0002532,              0.0002532
                    227,                0.39078,                0.28811,                0.84556,                 0.9937,                0.96154,                0.96728,                0.83932,                 1.1106,                 0.5876,                 0.9415,              0.0002523,              0.0002523,              0.0002523
                    228,                0.39036,                0.29977,                0.84953,                0.99259,                0.96154,                0.96728,                0.83833,                 1.1162,                0.54195,                0.97191,              0.0002514,              0.0002514,              0.0002514
                    229,                0.39958,                 0.2838,                0.84177,                0.99176,                0.96154,                0.96624,                 0.8271,                 1.1912,                0.59564,                0.96313,              0.0002505,              0.0002505,              0.0002505
                    230,                0.40891,                0.41627,                0.87724,                0.99308,                0.96154,                 0.9691,                0.83008,                 1.2306,                0.55537,                  1.066,             0.00024959,             0.00024959,             0.00024959
                    231,                0.38425,                0.28954,                0.84751,                0.99429,                0.96154,                 0.9782,                0.83038,                 1.1141,                 0.5137,                 1.0338,             0.00024869,             0.00024869,             0.00024869
                    232,                0.39125,                0.28841,                0.85076,                0.99113,                0.96154,                 0.9782,                0.81462,                 1.0782,                0.51317,                0.94693,             0.00024779,             0.00024779,             0.00024779
                    233,                0.38047,                0.27544,                0.85234,                0.99124,                0.96154,                0.97264,                0.81543,                 1.3088,                0.64199,                 1.0198,             0.00024689,             0.00024689,             0.00024689
                    234,                0.37035,                0.30019,                0.82811,                0.99209,                0.96154,                0.96993,                0.82669,                 1.2386,                0.63317,                 1.0213,             0.00024599,             0.00024599,             0.00024599
                    235,                0.38729,                0.28476,                0.84084,                0.96588,                0.96154,                0.97376,                0.83053,                 1.2346,                 0.6066,                 1.0091,             0.00024509,             0.00024509,             0.00024509
                    236,                0.38521,                0.27722,                0.84224,                0.96429,                0.96015,                0.97125,                0.81852,                 1.2825,                 0.6323,                0.98065,             0.00024419,             0.00024419,             0.00024419
                    237,                0.37245,                0.26761,                0.82361,                0.99049,                0.96154,                0.97213,                0.82092,                 1.1829,                0.58897,                 0.9599,             0.00024329,             0.00024329,             0.00024329
                    238,                0.37684,                0.27114,                0.83695,                0.99167,                0.96154,                0.97456,                0.82839,                 1.3042,                0.59088,                 1.0045,             0.00024239,             0.00024239,             0.00024239
                    239,                 0.3934,                0.29198,                0.84422,                 0.9881,                0.96154,                0.97285,                0.81678,                 1.2624,                0.63077,                0.96357,             0.00024149,             0.00024149,             0.00024149
                    240,                0.41553,                0.28607,                 0.8566,                0.98741,                0.96154,                0.97456,                0.84505,                  1.124,                0.53569,                0.94576,             0.00024059,             0.00024059,             0.00024059
                    241,                0.37493,                0.27292,                0.83676,                0.98923,                0.96154,                0.97365,                 0.8227,                 1.1325,                0.52358,                0.96404,             0.00023968,             0.00023968,             0.00023968
                    242,                0.36331,                0.27463,                0.83698,                0.98903,                0.96154,                0.97092,                0.81656,                 1.2589,                0.52934,                 1.0189,             0.00023878,             0.00023878,             0.00023878
                    243,                0.37685,                0.26669,                0.83429,                 0.9902,                0.96154,                0.98528,                0.83495,                 1.2435,                0.59191,                0.98402,             0.00023788,             0.00023788,             0.00023788
                    244,                0.37049,                0.28169,                0.84018,                 0.9902,                 0.9606,                 0.9925,                0.82901,                 1.2842,                0.64361,                0.99983,             0.00023698,             0.00023698,             0.00023698
                    245,                0.37585,                0.27495,                0.84476,                0.99113,                0.96154,                0.98528,                0.81116,                 1.3741,                0.65482,                 1.1078,             0.00023608,             0.00023608,             0.00023608
                    246,                0.37034,                0.26501,                0.84296,                0.99101,                0.96154,                0.98528,                0.82306,                 1.3523,                 0.6712,                 1.0811,             0.00023518,             0.00023518,             0.00023518
                    247,                0.36529,                0.27438,                0.82599,                0.98181,                0.98637,                  0.995,                 0.8164,                 1.3571,                0.66785,                 1.0779,             0.00023428,             0.00023428,             0.00023428
                    248,                0.37852,                0.27962,                0.83696,                0.98145,                0.99175,                  0.995,                0.82517,                 1.3235,                0.58459,                 1.0173,             0.00023338,             0.00023338,             0.00023338
                    249,                0.36253,                0.26482,                0.84095,                0.99299,                0.96154,                0.99033,                0.82213,                 1.2928,                0.59082,                 1.0212,             0.00023248,             0.00023248,             0.00023248
                    250,                0.36429,                0.26647,                0.82959,                0.99248,                0.96154,                 0.9768,                0.84477,                 1.2863,                0.51899,                 1.0161,             0.00023158,             0.00023158,             0.00023158
                    251,                 0.3722,                0.27155,                0.84395,                0.99242,                0.96154,                 0.9768,                0.83431,                 1.3176,                 0.5133,                 1.0043,             0.00023068,             0.00023068,             0.00023068
                    252,                0.37095,                0.26524,                0.82625,                0.99084,                0.96154,                0.97456,                0.82018,                 1.2821,                0.48796,                 1.0478,             0.00022978,             0.00022978,             0.00022978
                    253,                0.34778,                0.25925,                0.82739,                0.99318,                0.96154,                 0.9925,                0.83484,                 1.3516,                0.63242,                 1.0141,             0.00022887,             0.00022887,             0.00022887
                    254,                0.36466,                0.26012,                0.82857,                0.99204,                0.96154,                 0.9925,                0.81363,                  1.328,                0.52798,                 1.0476,             0.00022797,             0.00022797,             0.00022797
                    255,                0.36567,                0.25719,                0.82961,                0.99338,                0.96154,                 0.9925,                0.83011,                 1.2609,                0.51591,                 0.9957,             0.00022707,             0.00022707,             0.00022707
